Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
79,"K Rezaee, SM Rezakhani, MR Khosravi…","A survey on deep learning-based real-time crowd anomaly detection for secure distributed video surveillance",2024,"Personal and Ubiquitous …","Springer","https://link.springer.com/article/10.1007/s00779-021-01586-5","https://scholar.google.com/scholar?cites=17004489866701878096&as_sdt=2005&sciodt=0,5&hl=en",1,"2024-04-16 13:57:50","","10.1007/s00779-021-01586-5","","",,,,,79,79.00,20,4,1,"… Due to the deep learning network’s need for the frames received from the tracking models, … However, the time required for tracking using the tracking model (t K ) varies due to changes …","https://www.researchgate.net/profile/Mohamadreza-Khosravi/publication/352755697_A_survey_on_deep_learning-based_real-time_crowd_anomaly_detection_for_secure_distributed_video_surveillance/links/60ddbdeca6fdccb745fb821a/A-survey-on-deep-learning-based-real-time-crowd-anomaly-detection-for-secure-distributed-video-surveillance.pdf","https://scholar.google.com/scholar?q=related:ULN-q3AV_OsJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
0,"D Yan, G Ding, K Huang, C Bai, L He, L Zhang","Enhanced Crowd Dynamics Simulation with Deep Learning and Improved Social Force Model",2024,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/13/5/934","",2,"2024-04-16 13:57:50","HTML","","","",,,,,0,0.00,0,6,1,"… [23] employed deep learning to construct network structures resembling the social … deep learning techniques with traditional social force models. Our model leverages deep learning to …","https://www.mdpi.com/2079-9292/13/5/934","https://scholar.google.com/scholar?q=related:MGBqk3iKUrAJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
0,"B Ganga, L BT, V KR","Deep Learning Algorithm using CSRNet and Unet for Enhanced Behavioral Crowd Counting in Video",2024,"… Journal of Computing and Digital Systems","137.117.138.59","http://137.117.138.59/handle/123456789/5566","",3,"2024-04-16 13:57:50","","","","",,,,,0,0.00,0,3,1,"… (ii) Adaptability to Congested Scenes: The CSRNet effectively counts individuals in densely populated areas which addresses the challenge of adapting to dense crowd densities. …","http://137.117.138.59/bitstream/handle/123456789/5566/1571015450.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:E35xkUp9accJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
0,"Y Zhang","Improving Indoor Pedestrian Detection and Tracking in Crowded Environments: Deep Learning Based Multimodal Approaches",2024,"","ses.library.usyd.edu.au","https://ses.library.usyd.edu.au/handle/2123/32368","",4,"2024-04-16 13:57:50","","","","",,,,,0,0.00,0,1,1,"… Handling Heavy Occlusion in Dense Crowd Tracking by Focusing on the Heads."" In: … methods underpinned by deep learning. We discuss image detection and video tracking as distinct …","https://ses.library.usyd.edu.au/bitstream/handle/2123/32368/zhang_y_thesis.pdf?sequence=1","https://scholar.google.com/scholar?q=related:eF8Ppg_mSGAJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
0,"J Chen, M Gao, Q Li, X Guo, J Wang, X Xing","Privacy-aware crowd counting by decentralized learning with parallel transformers",2024,"Internet of Things","Elsevier","https://www.sciencedirect.com/science/article/pii/S2542660524001082","",5,"2024-04-16 13:57:50","","","","",,,,,0,0.00,0,6,1,"… driven by the evolution of deep learning, existing models … With the rapid advancements in deep learning, convolutional … among various areas within dense crowd scenes globally. …","","https://scholar.google.com/scholar?q=related:Lvw5W5SOackJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
3,"Z Xu, DK Jain, P Shamsolmoali, A Goli…","Slime Mold optimization with hybrid deep learning enabled crowd-counting approach in video surveillance",2024,"Neural Computing and …","Springer","https://link.springer.com/article/10.1007/s00521-023-09083-x","https://scholar.google.com/scholar?cites=7614039619584220740&as_sdt=2005&sciodt=0,5&hl=en",6,"2024-04-16 13:57:50","","10.1007/s00521-023-09083-x","","",,,,,3,3.00,1,5,1,"… Deep learning is being leveraged in the crowd-counting approach for video surveillance, and multiple deep learning … SMO contributes to improving the deep learning model's overall …","","https://scholar.google.com/scholar?q=related:RF4Rb7GAqmkJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
0,"S Shukla, B Kumar, H Tiwari","A Comprehensive Survey on Abnormal Crowd Behavior",,"nerj.org","","https://nerj.org/uploads/archives/db7d4908-4df4-4d56-8dd9-5eea54be9903.pdf","",7,"2024-04-16 13:57:50","PDF","","","",,,,,0,0.00,0,3,,"… The dense crowd containing possible hazard in an otherwise … Deep Learning employs a disguised layer architecture to … of conventional systems for learning or tracking-by-detection is …","https://nerj.org/uploads/archives/db7d4908-4df4-4d56-8dd9-5eea54be9903.pdf","https://scholar.google.com/scholar?q=related:EY0b7hCpbTEJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
0,"Y Liu, Z Hu, H Nie","Multi-scale fusion public gathering recognition based on residual network",2024,"Journal of Intelligent &Fuzzy Systems","content.iospress.com","https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs236811","",8,"2024-04-16 13:57:50","","","","",,,,,0,0.00,0,3,1,"… The visitors were stuck in a state of continuous compression in an extremely dense crowd, … In recent years, the method of using population density estimation and applying deep learning …","","https://scholar.google.com/scholar?q=related:ZoFbhlSy7M4J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
0,"S Kulkarni, AP Adsul, S Ayare, SV Pandit…","Advances in Crowd Counting and Density Estimation Using Convolutional Neural Networks",2024,"International Journal of …","ijisae.org","https://www.ijisae.org/index.php/IJISAE/article/view/4010","",9,"2024-04-16 13:57:50","","","","",,,,,0,0.00,0,5,1,"… The deep learning model CNN played a significant role in the extraordinary increase in … The CNN-based technique had a respectable track record for crowd counting, according to the …","https://www.ijisae.org/index.php/IJISAE/article/download/4010/2662","https://scholar.google.com/scholar?q=related:E2g6wD42tD8J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
0,"X Zhong, G Wang, W Liu, Z Wu, Y Deng","Mask focal loss: a unifying framework for dense crowd counting with canonical object detection networks",2024,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-024-18134-x","",10,"2024-04-16 13:57:50","","10.1007/s11042-024-18134-x","","",,,,,0,0.00,0,5,1,"… counting with deep learning. Especially in the past two years, deep learning based methods [6… In order to better train and evaluate dense crowd counting networks, we build a dataset for …","https://arxiv.org/html/2212.11542v3","https://scholar.google.com/scholar?q=related:FBmu0Lr2KAkJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2024&as_yhi=2024"
