Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,"B Tyagi, S Nigam, R Singh","A review of deep learning techniques for crowd behavior analysis",2022,"Archives of Computational Methods in …","Springer","https://link.springer.com/article/10.1007/s11831-022-09772-1","https://scholar.google.com/scholar?cites=17279960853738941866&as_sdt=2005&sciodt=0,5&hl=en",1,"2024-04-16 14:13:03","","10.1007/s11831-022-09772-1","","",,,,,16,8.00,5,3,2,"… and deep learning methods for object tracking. … a deep learning framework by combining deep and shallow convolutional networks in order to estimate crowd density in dense crowd …","","https://scholar.google.com/scholar?q=related:qu3D49fAzu8J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
17,"MR Bhuiyan, J Abdullah, N Hashim…","Video analytics using deep learning for crowd analysis: a review",2022,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-022-12833-z","https://scholar.google.com/scholar?cites=6369071487621757484&as_sdt=2005&sciodt=0,5&hl=en",2,"2024-04-16 14:13:03","HTML","10.1007/s11042-022-12833-z","","",,,,,17,8.50,4,4,2,"… they cannot address the complex requirement associated with the highly dense crowd. … -based methods, optical flow detection, Object Tracking, Convolutional Neural Network (2D), 3D …","https://link.springer.com/article/10.1007/s11042-022-12833-z","https://scholar.google.com/scholar?q=related:LHrD8MV8Y1gJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
0,"A Khan, KA Kadir, JA Shah, W Albattah…","A Deep Learning Approach for Crowd Counting in Highly Congested Scene.",2022,"… Materials &Continua","cdn.techscience.cn","https://cdn.techscience.cn/ueditor/files/cmc/TSP_CMC-73-3/TSP_CMC_27077/TSP_CMC_27077.pdf","",3,"2024-04-16 14:13:03","PDF","","","",,,,,0,0.00,0,5,2,"… The complexity of monitoring, tracking, and counting increases with the size of the crowd. Usage of drones for crowd detection and counting has achieved popularity due to their ability …","https://cdn.techscience.cn/ueditor/files/cmc/TSP_CMC-73-3/TSP_CMC_27077/TSP_CMC_27077.pdf","https://scholar.google.com/scholar?q=related:AnghRcxE1SwJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
1,"A Khan, K Kadir, H Nasir, JA Shah, W Albattah…","Crowd counting and localization beyond density map",2022,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9963548/","https://scholar.google.com/scholar?cites=9379507069938074182&as_sdt=2005&sciodt=0,5&hl=en",4,"2024-04-16 14:13:03","","","","",,,,,1,0.50,0,6,2,"… deep learning crowd counting models are included in this section. The three types of deep learning … Furthermore, it may be utilized in a dense crowd to recognize and track a person. …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09963548.pdf","https://scholar.google.com/scholar?q=related:RoLsP_yzKoIJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
1,"BM Roman, AD Junaidi, HD Noramiza, FF Al…","Crowd density estimation using deep learning for Hajj pilgrimage video analytics",2022,"…","search.proquest.com","https://search.proquest.com/openview/d0612adef9243017d04a73e35f3aca99/1?pq-origsite=gscholar&cbl=2045578","https://scholar.google.com/scholar?cites=15086468586140752814&as_sdt=2005&sciodt=0,5&hl=en",5,"2024-04-16 14:13:03","","","","",,,,,1,0.50,0,5,2,"… We found that crowd analysis prior to crowd counting has significantly boosted the efficiency of counting for extremely dense crowd scenarios. The proposed method outperforms the …","","https://scholar.google.com/scholar?q=related:rlsCYD_nXdEJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
8,"J Xiang, N Liu","Crowd density estimation method using deep learning for passenger flow detection system in exhibition center",2022,"Scientific Programming","hindawi.com","https://www.hindawi.com/journals/sp/2022/1990951/","https://scholar.google.com/scholar?cites=9637648828540058698&as_sdt=2005&sciodt=0,5&hl=en",6,"2024-04-16 14:13:03","HTML","","","",,,,,8,4.00,4,2,2,"… the detection of crowd groups in deep learning. But deep learning has made good progress in … erefore, this paper intends to use the deep learning model to predict and track the CLBP …","https://www.hindawi.com/journals/sp/2022/1990951/","https://scholar.google.com/scholar?q=related:SvwWD4zOv4UJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
1,"Z Qi, M Zhou, G Zhu, Y Xue","Multiple Pedestrian Tracking in Dense Crowds Combined with Head Tracking",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/13/1/440","https://scholar.google.com/scholar?cites=10046696123146333790&as_sdt=2005&sciodt=0,5&hl=en",7,"2024-04-16 14:13:03","HTML","","","",,,,,1,0.50,0,4,2,"… trackers in dense crowd, and considering that the head is more suitable as a tracking object … It is worth mentioning that we did not use any deep learning tricks to improve the accuracy …","https://www.mdpi.com/2076-3417/13/1/440","https://scholar.google.com/scholar?q=related:Xm5u8uQIbYsJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
5,"J Jeong, J Choi, DU Jo, JY Choi","Congestion-aware bayesian loss for crowd counting",2022,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9684422/","https://scholar.google.com/scholar?cites=3275199541881110293&as_sdt=2005&sciodt=0,5&hl=en",8,"2024-04-16 14:13:03","","","","",,,,,5,2.50,1,4,2,"… ment with the advancement of deep learning [8]. Among the deep learning-based methods, the … His current research interests include crowd counting, visual tracking, and deep learning. …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09684422.pdf","https://scholar.google.com/scholar?q=related:FX9YbqHYcy0J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
3,"F Lamas, K Duguet, JE Pezoa…","Crowd detection and estimation for an earthquake early warning system using deep learning",2022,"… and Tracking XXXIII","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12101/121010H/Crowd-detection-and-estimation-for-an-earthquake-early-warning-system/10.1117/12.2622392.short","https://scholar.google.com/scholar?cites=17519476345175159544&as_sdt=2005&sciodt=0,5&hl=en",9,"2024-04-16 14:13:03","","10.1117/12.2622392.short","","",,,,,3,1.50,1,4,2,"… Most research uses density maps; however, the disadvantage of using such maps is the impossibility of obtaining the individual location of people in dense crowd images. That is why …","","https://scholar.google.com/scholar?q=related:-DIG7emuIfMJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
12,"MR Bhuiyan, J Abdullah, N Hashim, F Al Farid…","A deep crowd density classification model for Hajj pilgrimage using fully convolutional neural network",2022,"PeerJ Computer …","peerj.com","https://peerj.com/articles/cs-895/","https://scholar.google.com/scholar?cites=605280148434199147&as_sdt=2005&sciodt=0,5&hl=en",10,"2024-04-16 14:13:03","HTML","","","",,,,,12,6.00,2,5,2,"… Finally, we utilized python3 in conjunction with deep learning programs such as open-cv2, NumPy, SciPy, matplotlib, TensorFlow GPU, CUDA, Keras, and other similar tools. …","https://peerj.com/articles/cs-895/","https://scholar.google.com/scholar?q=related:ayIEjRZjZggJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
