Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
68,"W Ren, X Wang, J Tian, Y Tang…","Tracking-by-counting: Using network flows on crowd density maps for tracking multiple targets",2020,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9298464/","https://scholar.google.com/scholar?cites=1462603986310347397&as_sdt=2005&sciodt=0,5&hl=en",1,"2024-04-16 16:02:09","","","","",,,,,68,17.00,14,5,4,"… related work including tracking-by-detection MOT approaches, deep-learning MOT approaches … Shah, “Multi-source multiscale counting in extremely dense crowd images,” in Proc. IEEE …","https://ieeexplore.ieee.org/iel7/83/9263394/09298464.pdf","https://scholar.google.com/scholar?q=related:hToZi5M2TBQJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
28,"U Bhangale, S Patil, V Vishwanath, P Thakker…","Near real-time crowd counting using deep learning approach",2020,"Procedia Computer …","Elsevier","https://www.sciencedirect.com/science/article/pii/S187705092031053X","https://scholar.google.com/scholar?cites=12569383910690879845&as_sdt=2005&sciodt=0,5&hl=en",2,"2024-04-16 16:02:09","","","","",,,,,28,7.00,6,5,4,"… Multi-source multi-scale counting in extremely dense crowd images."" In Proceedings of the IEEE conference on computer vision and pattern recognition, pp. 2547-2554. …","https://www.sciencedirect.com/science/article/pii/S187705092031053X/pdf?md5=0fdb733031f1b648b0849599ab6fde26&pid=1-s2.0-S187705092031053X-main.pdf","https://scholar.google.com/scholar?q=related:ZXk9QhJsb64J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
24,"Q Wang, W Lin, J Gao, X Li","Density-aware curriculum learning for crowd counting",2020,"IEEE Transactions on Cybernetics","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9275392/","https://scholar.google.com/scholar?cites=10355963403239565358&as_sdt=2005&sciodt=0,5&hl=en",3,"2024-04-16 16:02:09","","","","",,,,,24,6.00,6,4,4,"… [55] formulated a novel multitask curriculum transfer deep learning method and achieved a notable advantage in recognizing detailed clothing characteristics. Gui et al. [56] adopted CL …","https://ieeexplore.ieee.org/iel7/6221036/9796553/09275392.pdf","https://scholar.google.com/scholar?q=related:LigK1djFt48J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
1,"U Shabbir, J Sang, MS Alam, J Tan…","Comparative study on crowd counting with deep learning",2020,"… and Tracking XXXI","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11400/114000X/Comparative-study-on-crowd-counting-with-deep-learning/10.1117/12.2561160.short","https://scholar.google.com/scholar?cites=3706563579348004094&as_sdt=2005&sciodt=0,5&hl=en",4,"2024-04-16 16:02:09","","10.1117/12.2561160.short","","",,,,,1,0.25,0,5,4,"… Such detection-based methods, however, are constrained in dense crowd scenes by occlusions and ambient clutter: in fact, detecting body parts in a highly crowded scene is not …","","https://scholar.google.com/scholar?q=related:_ixw7O9bcDMJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
33,"S Elbishlawi, MH Abdelpakey, A Eltantawy…","Deep learning-based crowd scene analysis survey",2020,"Journal of …","mdpi.com","https://www.mdpi.com/2313-433X/6/9/95","https://scholar.google.com/scholar?cites=12686264610832380357&as_sdt=2005&sciodt=0,5&hl=en",5,"2024-04-16 16:02:09","HTML","","","",,,,,33,8.25,8,4,4,"… Multi-source multi-scale counting in extremely dense crowd images. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, Portland, OR, USA, 23 June …","https://www.mdpi.com/2313-433X/6/9/95","https://scholar.google.com/scholar?q=related:xfFF53KqDrAJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
72,"FL Sánchez, I Hupont, S Tabik, F Herrera","Revisiting crowd behaviour analysis through deep learning: Taxonomy, anomaly detection, crowd emotions, datasets, opportunities and prospects",2020,"Information Fusion","Elsevier","https://www.sciencedirect.com/science/article/pii/S1566253520303201","https://scholar.google.com/scholar?cites=10772086903973700669&as_sdt=2005&sciodt=0,5&hl=en",6,"2024-04-16 16:02:09","","","","",,,,,72,18.00,18,4,4,"… For instance, the crowd counting stage is often performed after the detection and tracking of … collected from YouTube, where a dense crowd presented some violent episodes. They …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7387290/","https://scholar.google.com/scholar?q=related:PWT9WPcjfpUJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
3,"G Franchi, E Aldea, S Dubuisson…","Tracking hundreds of people in densely crowded scenes with particle filtering supervising deep convolutional neural networks",2020,"2020 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9190953/","https://scholar.google.com/scholar?cites=6233254725377590180&as_sdt=2005&sciodt=0,5&hl=en",7,"2024-04-16 16:02:09","","","","",,,,,3,0.75,1,4,4,"… In this paper, we propose to track pedestrians in a dense crowd that are annotated in the first frame (at time t = 0) (ie we ignore potential new appearing instances during the sequence). …","https://ieeexplore.ieee.org/iel7/9184803/9190635/09190953.pdf","https://scholar.google.com/scholar?q=related:pAOoxCX4gFYJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
36,"S Wang, Y Lu, T Zhou, H Di, L Lu, L Zhang","SCLNet: Spatial context learning network for congested crowd counting",2020,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231220307864","https://scholar.google.com/scholar?cites=9697492166358790275&as_sdt=2005&sciodt=0,5&hl=en",8,"2024-04-16 16:02:09","","","","",,,,,36,9.00,6,6,4,"… PartA contains 482 dense crowd images from Internet and PartB contains 716 sparse crowd images shot at the busy street in Shanghai. UCF_CC_50 is also a challenging counting …","","https://scholar.google.com/scholar?q=related:g_Dy675plIYJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
33,"K Khan, W Albattah, RU Khan, AM Qamar, D Nayab","Advances and trends in real time visual crowd analysis",2020,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/20/18/5073","https://scholar.google.com/scholar?cites=13182167340167620627&as_sdt=2005&sciodt=0,5&hl=en",9,"2024-04-16 16:02:09","HTML","","","",,,,,33,8.25,7,5,4,"… It is the largest dataset used for dense crowd counting, localization, and density map estimation, particularly for the newly introduced deep learning methods. The images for UCF-QNRF …","https://www.mdpi.com/1424-8220/20/18/5073","https://scholar.google.com/scholar?q=related:E2hykFp38LYJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
62,"X Jiang, L Zhang, T Zhang, P Lv, B Zhou…","Density-aware multi-task learning for crowd counting",2020,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9037113/","https://scholar.google.com/scholar?cites=15752145600494750700&as_sdt=2005&sciodt=0,5&hl=en",10,"2024-04-16 16:02:09","","","","",,,,,62,15.50,10,6,4,"… tasks - counting, detection, and tracking,” IEEE Trans. Circuits Syst. Video Technol., vol. … Shah, “Multi-source multi-scale counting in extremely dense crowd images,” in Proc. IEEE …","https://ieeexplore.ieee.org/iel7/6046/4456689/09037113.pdf","https://scholar.google.com/scholar?q=related:7Mu4F_fcmtoJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
