Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
74,"R Sundararaman…","Tracking pedestrian heads in dense crowd",2021,"Proceedings of the …","openaccess.thecvf.com","https://openaccess.thecvf.com/content/CVPR2021/html/Sundararaman_Tracking_Pedestrian_Heads_in_Dense_Crowd_CVPR_2021_paper.html?ref=https://githubhelp.com","https://scholar.google.com/scholar?cites=14185015812291628203&as_sdt=2005&sciodt=0,5&hl=en",1,"2024-04-16 16:02:31","","","","",,,,,74,24.67,37,2,3,"… of Deep Learning, the task of Multiple Object Tracking (MOT) … parisons between tracking by head detection and tracking by … To establish correspondence between a tracking algorithm …","http://openaccess.thecvf.com/content/CVPR2021/papers/Sundararaman_Tracking_Pedestrian_Heads_in_Dense_Crowd_CVPR_2021_paper.pdf","https://scholar.google.com/scholar?q=related:qwzx0LlM28QJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
13,"F Rezaei, M Yazdi","Real-time crowd behavior recognition in surveillance videos based on deep learning methods",2021,"Journal of Real-Time Image Processing","Springer","https://link.springer.com/article/10.1007/s11554-021-01116-9","https://scholar.google.com/scholar?cites=10138246273875041574&as_sdt=2005&sciodt=0,5&hl=en",2,"2024-04-16 16:02:31","","10.1007/s11554-021-01116-9","","",,,,,13,4.33,7,2,3,"… of several individuals and rely on detection and tracking of persons. The crowd behaviors are … In this paper, we investigate the application of a deep learning technique to recognize …","","https://scholar.google.com/scholar?q=related:Jt2_d0VJsowJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
13,"A Ahmed, P Bansal, A Khan…","Crowd Detection and Analysis for Surveillance Videos using Deep Learning",2021,"… on Electronics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9532683/","https://scholar.google.com/scholar?cites=7577926823660930131&as_sdt=2005&sciodt=0,5&hl=en",3,"2024-04-16 16:02:31","","","","",,,,,13,4.33,3,4,3,"… deep learning and CNN advances, we propose a VGG16 architecture model based on deep learning … a crowd detection model based on object tracking algorithm. It works by calculating …","https://ieeexplore.ieee.org/iel7/9532475/9532596/09532683.pdf","https://scholar.google.com/scholar?q=related:U8Q26ks0KmkJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
4,"S Vahora, K Galiya, H Sapariya…","Comprehensive analysis of crowd behavior techniques: A thorough exploration",2021,"International Journal of …","137.117.138.59","http://137.117.138.59/handle/123456789/4297","https://scholar.google.com/scholar?cites=1510503677157781744&as_sdt=2005&sciodt=0,5&hl=en",4,"2024-04-16 16:02:31","","","","",,,,,4,1.33,1,4,3,"… based approaches which use deep learning models like CNN, … These methods lead to high complexity for a dense crowd with … , crowd tracking and identification of crowd anomalies. …","http://137.117.138.59/bitstream/handle/123456789/4297/IJCDS-110181-1570706405.pdf?sequence=4&isAllowed=y","https://scholar.google.com/scholar?q=related:8DDpZBdj9hQJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
27,"SD Khan, Y Salih, B Zafar, A Noorwali","A deep-fusion network for crowd counting in high-density crowded scenes",2021,"International Journal of …","Springer","https://link.springer.com/article/10.1007/s44196-021-00016-x","https://scholar.google.com/scholar?cites=5112332863233569449&as_sdt=2005&sciodt=0,5&hl=en",5,"2024-04-16 16:02:31","HTML","10.1007/s44196-021-00016-x","","",,,,,27,9.00,7,4,3,"… deep learning methods produce better results than the traditional statistical models. However, among deep learning … Multi-source multi-scale counting in extremely dense crowd images. …","https://link.springer.com/article/10.1007/s44196-021-00016-x","https://scholar.google.com/scholar?q=related:qbKXHqen8kYJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
3,"K Satya Sujith, G Sasikala","Optimal support vector machine and hybrid tracking model for behaviour recognition in highly dense crowd videos",2021,"Data Technologies and Applications","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/DTA-01-2020-0019/full/html","https://scholar.google.com/scholar?cites=3403288786228607930&as_sdt=2005&sciodt=0,5&hl=en",6,"2024-04-16 16:02:31","","10.1108/DTA-01-2020-0019","","",,,,,3,1.00,2,2,3,"… model of the proposed hybrid object tracking model. This research aims to develop an object tracking and behavior prediction model from the highly dense crowd videos. As the above …","","https://scholar.google.com/scholar?q=related:uvs5ox7pOi8J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
11,"L Rajendran, RS Shankaran","Bigdata enabled realtime crowd surveillance using artificial intelligence and deep learning",2021,"2021 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9373133/","https://scholar.google.com/scholar?cites=6254165945841221288&as_sdt=2005&sciodt=0,5&hl=en",7,"2024-04-16 16:02:31","","","","",,,,,11,3.67,6,2,3,"… Deep learning provides the solution to the dense crowd count and management problems. The crowd control analytics system of L&T Smart World has succeeded in maintaining the …","https://ieeexplore.ieee.org/iel7/9373068/9373070/09373133.pdf","https://scholar.google.com/scholar?q=related:qP41sMpCy1YJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
2,"AJ ALZAHRANI, SD Khan","Characterization of different crowd behaviors using novel deep learningframework",2021,"Turkish Journal of Electrical …","journals.tubitak.gov.tr","https://journals.tubitak.gov.tr/elektrik/vol29/iss1/12/","https://scholar.google.com/scholar?cites=1208613030809630406&as_sdt=2005&sciodt=0,5&hl=en",8,"2024-04-16 16:02:31","","","","",,,,,2,0.67,1,2,3,"… [59] extracted dense trajectories by tracking dense points at … Deep learning requires a large amount of data to learn the best … Counting of people in the extremely dense crowd using …","https://journals.tubitak.gov.tr/cgi/viewcontent.cgi?article=1184&context=elektrik","https://scholar.google.com/scholar?q=related:xvZQ5CXbxRAJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
6,"MR Bhuiyan, J Abdullah, N Hashim, F Al Farid…","Crowd density estimation using deep learning for Hajj pilgrimage video analytics",2021,"…","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8787568/","https://scholar.google.com/scholar?cites=14881192743260146415&as_sdt=2005&sciodt=0,5&hl=en",9,"2024-04-16 16:02:31","HTML","","","",,,,,6,2.00,1,5,3,"… We found that crowd analysis prior to crowd counting has significantly boosted the efficiency of counting for extremely dense crowd scenarios. The proposed method outperforms the …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8787568/","https://scholar.google.com/scholar?q=related:70okwPSdhM4J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
5,"T Zhang, J Yuan, YC Chen, W Jia","Self-learning soft computing algorithms for prediction machines of estimating crowd density",2021,"Applied Soft Computing","Elsevier","https://www.sciencedirect.com/science/article/pii/S1568494621001630","https://scholar.google.com/scholar?cites=11569981600312157896&as_sdt=2005&sciodt=0,5&hl=en",10,"2024-04-16 16:02:31","","","","",,,,,5,1.67,1,4,3,"… the behavior of crowd; tracking moving of mobile phones on roads to predict the traffic jams which provided by monitoring equipment; The most “deep learning” technologies are built on …","","https://scholar.google.com/scholar?q=related:yGZpEPfUkKAJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
